timestamp,selflet,started,ended,lifetime 
1425075189500,100,1425072483857,1425075189499,2705642
1425064039065,10,1425061253275,1425064039064,2785789
1425075449423,102,1425072743744,1425075449422,2705678
1425075474008,103,1425072768354,1425075474008,2705654
1425075521898,104,1425072816232,1425075521898,2705666
1425076070840,105,1425073055066,1425076070840,3015774
1425075774305,106,1425073068658,1425075774305,2705647
1425064542793,11,1425061536833,1425064542793,3005960
1425064976242,12,1425061820283,1425064976242,3155959
1425065199437,14,1425061863337,1425065199431,3336094
1425075373352,15,1425061868036,1425075373352,13505316
1425065494242,16,1425062228137,1425065494242,3266105
1425065367191,17,1425062261239,1425065367190,3105951
1425065468475,18,1425062262508,1425065468475,3205967
1425065273896,19,1425062568150,1425065273895,2705745
1425065431357,20,1425062725629,1425065431356,2705727
1425065764187,21,1425062818312,1425065764186,2945874
1425063396063,2,1425060550229,1425063396063,2845834
1425065850689,22,1425062884807,1425065850689,2965882
1425065704774,23,1425062888999,1425065704773,2815774
1425065671752,24,1425062905899,1425065671752,2765853
1425073512178,25,1425063207950,1425073512178,10304228
1425066318195,26,1425063462388,1425066318194,2855806
1425066658260,27,1425063542312,1425066658260,3115948
1425073476638,28,1425063572957,1425073476637,9903680
1425070340916,29,1425063676797,1425070340916,6664119
1425066641705,30,1425063855953,1425066641705,2785752
1425074087967,31,1425063883995,1425074087966,10203971
1425067365393,3,1425060551242,1425067365392,6814150
1425067119491,32,1425063903449,1425067119491,3216042
1425067049415,33,1425064313677,1425067049415,2735738
1425067430627,34,1425064384688,1425067430626,3045938
1425067756132,35,1425064390075,1425067756132,3366057
1425067657381,36,1425064731525,1425067657381,2925856
1425067527494,37,1425064761730,1425067527494,2765764
1425071220641,38,1425064837052,1425071220641,6383589
1425074950221,39,1425065047108,1425074950221,9903113
1425071623937,40,1425065050237,1425071623936,6573699
1425067799808,41,1425065054066,1425067799807,2745741
1425063307863,4,1425060552076,1425063307863,2755787
1425071829444,42,1425065525742,1425071829443,6303701
1425071916330,43,1425065532531,1425071916329,6383798
1425072369886,44,1425065585831,1425072369886,6784055
1425072656277,45,1425066242715,1425072656277,6413562
1425072579602,46,1425066276089,1425072579602,6303513
1425073271714,48,1425066687757,1425073271713,6583956
1425069945990,49,1425066699999,1425069945989,3245990
1425070405253,50,1425066819032,1425070405253,3586221
1425073353297,51,1425067029649,1425073353297,6323648
1425063901807,5,1425060885809,1425063901806,3015997
1425073662069,52,1425067058223,1425073662069,6603846
1425070753280,53,1425067177055,1425070753280,3576225
1425073849081,54,1425067545720,1425073849081,6303361
1425074049003,55,1425067745646,1425074049003,6303357
1425070771011,56,1425067775152,1425070771011,2995859
1425071318004,57,1425067921841,1425071318004,3396163
1425074282091,58,1425067978714,1425074282091,6303377
1425070770789,59,1425068005002,1425070770788,2765786
1425071017616,60,1425068261832,1425071017615,2755783
1425074920198,61,1425068316457,1425074920198,6603741
1425063813528,6,1425060887642,1425063813527,2925885
1425071296388,62,1425068330486,1425071296387,2965901
1425071332399,63,1425068586607,1425071332399,2745792
1425071934604,64,1425068618492,1425071934604,3316112
1425074927169,65,1425068623827,1425074927169,6303342
1425071865172,66,1425068929342,1425071865171,2935829
1425072339685,67,1425068963532,1425072339685,3376153
1425071858331,68,1425068982483,1425071858330,2875847
1425071935313,69,1425069229591,1425071935312,2705721
1425079135054,70,1425069232583,1425079135053,9902470
1425076183112,71,1425069259313,1425076183111,6923798
1425063941904,7,1425060895996,1425063941904,3045908
1425075834929,72,1425069531660,1425075834928,6303268
1425075837262,73,1425069534017,1425075837262,6303245
1425072561397,74,1425069575519,1425072561397,2985878
1425072925131,75,1425069869232,1425072925131,3055899
1425072610209,76,1425069874476,1425072610209,2735733
1425072700184,77,1425069904397,1425072700184,2795787
1425072997713,78,1425070171916,1425072997713,2825797
1425073427339,79,1425070211304,1425073427339,3216035
1425072989570,80,1425070223809,1425072989569,2765760
1425064127123,8,1425061211312,1425064127123,2915811
1425073446808,82,1425070531017,1425073446807,2915790
1425073376232,83,1425070540438,1425073376232,2835794
1425073549587,84,1425070843870,1425073549587,2705717
1425073577226,85,1425070871494,1425073577225,2705731
1425073595381,86,1425070889672,1425073595381,2705709
1425073917393,87,1425071211662,1425073917393,2705731
1425073927089,88,1425071221324,1425073927089,2705765
1425074230588,90,1425071524932,1425074230588,2705656
1425064187539,9,1425061251669,1425064187539,2935870
1425074250300,92,1425071544633,1425074250299,2705666
1425074841341,93,1425071825549,1425074841341,3015792
1425078129073,94,1425071825988,1425078129072,6303084
1425074536729,95,1425071831021,1425074536729,2705708
1425074839539,96,1425072133834,1425074839539,2705705
1425075143146,97,1425072137300,1425075143145,3005845
1425075145029,99,1425072439378,1425075145028,2705650
